quarter,value,variable,country,unit,source_note
2006-Q1,2.85,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2006-Q2,2.6067,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2006-Q3,3.4767,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2006-Q4,2.91,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2007-Q1,2.85,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2007-Q2,2.7067,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2007-Q3,2.5533,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2007-Q4,4.3967,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2008-Q1,6.88,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2008-Q2,8.3933,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2008-Q3,9.74,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2008-Q4,2.48,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2009-Q1,-4.6033,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2009-Q2,-7.2,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2009-Q3,-7.69,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2009-Q4,-2.0767,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2010-Q1,5.2067,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2010-Q2,6.7833,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2010-Q3,4.4967,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2010-Q4,5.6767,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2011-Q1,7.0613,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2011-Q2,6.909,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2011-Q3,7.1057,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2011-Q4,3.1357,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2012-Q1,0.1487,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2012-Q2,-1.3936,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2012-Q3,-3.2993,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2012-Q4,-2.2983,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2013-Q1,-1.7272,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2013-Q2,-2.7266,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2013-Q3,-1.7467,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2013-Q4,-1.429,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2014-Q1,-1.9866,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2014-Q2,-1.5197,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
2014-Q3,-1.2907,d_ppi,CN,yoy_pct,NBS PPI 当月同比 季均(akshare)
