year,value
2000,-3.384396418666432
2001,-1.979179410543372
2002,-1.0952893597139859
2003,-0.3458983925579684
2004,-0.7313839851662518
2005,0.9172041902179835
2006,2.3302365938469034
2007,4.088580284235139
2008,0.8943753132841579
2009,2.445809428298439
2010,0.9311492952678169
2011,0.6671663663457341
2012,-0.418517321370806
2013,-0.26085284297358147
2014,-0.4718332818429527
2015,-0.7218376180234003
2016,-0.5228849982011683
2017,-0.4240093434331822
2018,-0.4143202607158649
2019,-0.38018995766094754
2020,0.23549565252173732
2021,1.5519590946300745
2022,-1.7874547471517879
2023,-0.4533534197079421
2024,-0.44454470624835096
2025,-0.2260301546697452
