year,value
1994,9.870187394769744
1995,14.358971129224898
1996,-10.534947993306872
1997,-16.22214139698343
1998,-14.816344706138722
1999,5.648962749366319
2000,18.003422211667612
2001,0.8936968294162568
2002,-5.278802206041632
2003,-1.1081534939698088
2004,4.374124359027121
2005,-1.7757045352667262
2006,-10.718975389381498
2007,-17.80406850651366
2008,-9.34142404169964
2009,4.150591773311547
2010,13.720273880668742
2011,17.05601413063782
2012,17.74656465459664
2013,-5.391932896614875
2014,-8.114039531668453
2015,-11.742973875602388
2016,2.8532286105052265
2017,1.4531530284382228
2018,3.213548219928356
2019,8.34460141472998
2020,1.6244514601683449
2021,5.278784301304114
2022,-6.90323576147253
2023,-3.5345366269408203
2024,-4.631303087846661
2025,-0.6719920983142487
