year,value
1970,4.957744730528393
1971,-1.1737974726346234
1972,1.566523911791366
1973,0.39204534780633615
1974,-4.469110374275329
1975,1.0751565205672349
1976,-2.1952446422545266
1977,-0.4536659897958808
1978,0.33231167449791066
1979,0.6334513428206137
1980,0.3012486819638118
1981,0.6766528444021147
1982,2.0800293209331024
1983,-0.6495585528309897
1984,-1.0345326659497331
1985,0.5745406606374202
1986,-0.49921927331976956
1987,0.4269008938724834
1988,1.806247860085274
1989,1.394356818672588
1990,2.635699524245658
1991,2.8719399788549973
1992,-0.6184835007720446
1993,-1.03825146469253
1994,-2.1139127538030174
1995,-0.9652530411933915
1996,2.3133555408564703
1997,-1.445325274639697
1998,-4.283982549864117
1999,-2.247793597478538
2000,-2.394782340696416
2001,-0.5012608996021966
2002,-0.9056417273689092
2003,-0.1762202695657873
2004,-0.7677318963127142
2005,-0.5112026899006687
2006,-1.1575773722669314
2007,-0.8077857434007671
2008,-1.3407043047942353
2009,-2.7239984758108378
2010,1.7953675106426896
2011,-1.265939756950814
2012,1.2147308945125443
2013,1.5361728815935098
2014,0.15555453692675592
2015,1.3207295532041436
2016,0.5581671862285136
2017,0.9745787305423264
2018,0.4504414892426958
2019,-0.038591562691792036
2020,0.4366524878453646
2021,-0.4971381582386618
2022,0.06048567039326813
2023,1.3618945516883016
2024,0.6034805481684682
2025,1.7702446575803163
