year,value
1980,-0.034809247034570626
1981,2.7143546847814672
1982,1.4276095274900442
1983,-2.0692580680532644
1984,-0.3058045492101038
1985,1.1584568912636632
1986,1.4270299144860425
1987,0.9379790364837818
1988,-0.9283606982086576
1989,-0.7279966186446782
1990,-0.4267791666015739
1991,-1.2433901596630337
1992,-1.3110539413462736
1993,-0.005773440292028725
1994,-0.26927739876546464
1995,-0.44327329063485604
1996,-0.0014817932260305922
1997,-0.2697452811573517
1998,-0.7522441044419935
1999,-0.8290127247876016
2000,-0.44998882336143126
2001,-0.4234157976023586
2002,-0.28900479858882333
2003,-0.22484966521992156
2004,0.08465957294682183
2005,0.335020719430857
2006,-0.08366725532641844
2007,0.24837350948623013
2008,0.3405982945462984
2009,0.1966867172311385
2010,0.21870254848605097
2011,0.3360079773904756
2012,0.49924375745751204
2013,0.31688129623100875
2014,0.6315166354323545
2015,0.05319229758641364
2016,1.2513826228413523
2017,-0.15229802080147226
2018,-1.1080116546971293
2019,-0.053909305669340046
2020,-0.6190163207357413
2021,0.14563733634277876
2022,0.47337898439296455
2023,0.06522076190153314
2024,0.8350951043123006
2025,-0.674606066450979
