year,value
1999,-6.621725828836727
2000,-4.137935926394414
2001,-3.945687052861425
2002,-0.7337531598989493
2003,3.131703875650409
2004,2.1821102870992615
2005,2.488464832708802
2006,3.485055927504291
2007,4.573611914489225
2008,1.6219799033369142
2009,3.8662592172956813
2010,2.5399900997107228
2011,3.177837112868483
2012,0.10895831498791075
2013,0.06416511162292693
2014,-1.1340824295150789
2015,-2.928808113355336
2016,-2.435207729930383
2017,-1.8738539409974049
2018,-1.7931093203664252
2019,-1.5286039846089734
2020,0.4145119100722523
2021,1.635188181868445
2022,-2.0497000919406587
2023,-1.2264151094345852
2024,0.32678660406134963
2025,0.7922593948638958
