year,value
1970,-23.065915454451307
1971,-22.11066977859568
1972,-19.718427837018886
1973,-15.524811227293824
1974,-12.89656592251523
1975,-11.280371784774175
1976,-5.314003340993999
1977,-4.021757526397536
1978,-2.640005711151474
1979,-0.6197364630745099
1980,0.2487245109169578
1981,1.923952269371128
1982,2.149952258872254
1983,3.9350079519877994
1984,6.283167490957069
1985,6.144754085280713
1986,5.4252021695038515
1987,5.36855999007885
1988,7.569218985362035
1989,9.78685270398147
1990,11.813252396513565
1991,12.118275773665916
1992,12.117473249287372
1993,10.58255072453992
1994,11.864040612225871
1995,13.087772929619145
1996,14.076734001075287
1997,15.490544790707137
1998,12.10266659011673
1999,10.224752720503954
2000,11.259788185698092
2001,8.065064091235353
2002,5.5905681221330115
2003,6.963302153834633
2004,8.20535898549054
2005,7.192215334638907
2006,7.182908848587421
2007,5.320676952087356
2008,2.3460000042947207
2009,-9.0697012984317
2010,-2.8662738970845267
2011,-3.0201370676360013
2012,-5.612186084714842
2013,-7.161471116369055
2014,-6.613567035628374
2015,-7.975362836774921
2016,-8.998936847382042
2017,-8.818910423077188
2018,-8.905324443207425
2019,-10.61845655206911
2020,-3.8734483626985843
2021,2.9027473898413234
2022,0.970700972857482
2023,-14.438944502827002
2024,-13.224591169869957
2025,-9.923210561229538
