year,value
1994,-8.93890155693213
1995,-3.790090035892078
1996,1.8081314058290445
1997,6.139808085559622
1998,8.890993087760748
1999,4.1354259827921425
2000,3.6829536903062063
2001,4.986585252154072
2002,1.9076324884386224
2003,-4.410649281755298
2004,-7.213660522420398
2005,-9.258042061248688
2006,-9.35482427741853
2007,-8.102159200657766
2008,-4.0038207503563825
2009,-2.9092222628203928
2010,-2.4860200937004464
2011,-2.0397677775190175
2012,1.5484108405189403
2013,6.043404710409348
2014,7.168054575615358
2015,14.930395766092175
2016,9.744560357210034
2017,5.832847085631045
2018,5.8490002420861344
2019,4.058790975761909
2020,-3.017434876159257
2021,2.417248962728138
2022,0.6001859134310621
2023,-4.173622217003526
2024,-7.522487429337332
2025,-12.523727079104034
