year,value
1970,6.879703137022711
1971,5.952218500544976
1972,-13.896451769703669
1973,-7.453126903205995
1974,53.98284852717474
1975,-1.6952899706541156
1976,3.5904397709644407
1977,-4.177780924890522
1978,-18.17013611473488
1979,-3.2832291204733863
1980,24.803137838596225
1981,8.325827308061175
1982,2.016189590565544
1983,-5.802004284710272
1984,2.0481835901104777
1985,-5.943423563664156
1986,-24.556980888274552
1987,-15.375694381985568
1988,-10.023774522489713
1989,2.4880680847541576
1990,3.7154505242634794
1991,1.0224170670991475
1992,-1.9142760559028202
1993,-9.123282246177105
1994,-6.33866086907797
1995,-3.557620079859362
1996,0.6013718855953947
1997,5.7676560312824545
1998,-4.756524574159162
1999,-12.47270572026866
2000,-0.47509124275723913
2001,-6.35704292833856
2002,4.576962888705646
2003,0.8203801994686248
2004,4.211320552527818
2005,0.9709113747738458
2006,7.180485271691312
2007,4.5343923616231265
2008,-3.144971335500452
2009,-22.188083893520485
2010,17.866001897883876
2011,-5.405012930551933
2012,-3.4397508238759764
2013,8.568879073708736
2014,3.2680088813946755
2015,2.3272303894911017
2016,-7.234018444968511
2017,10.174071562547226
2018,3.197814334135365
2019,-4.380925991144798
2020,-4.983799374886146
2021,-0.5801125814596091
2022,5.563911956345857
2023,4.373142609373972
2024,7.902746327529669
