quarter,value,source_note
1965-Q1,178070.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1965-Q2,210474.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1965-Q3,216847.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1965-Q4,237205.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1966-Q1,180582.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1966-Q2,216847.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1966-Q3,232696.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1966-Q4,226454.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1967-Q1,205433.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1967-Q2,246137.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1967-Q3,267896.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1967-Q4,271692.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1968-Q1,256166.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1968-Q2,305007.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1968-Q3,312728.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1968-Q4,327774.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1969-Q1,268003.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1969-Q2,347465.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1969-Q3,384918.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1969-Q4,346226.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1970-Q1,329131.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1970-Q2,385960.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
1970-Q3,399368.0,MLIT 建築着工統計調査 住宅着工統計 時系列表(新設住宅着工戸数 計 原数値) M 1965M1-2024M12 e-Stat statsDataId=0003119771 tab=戸数 cat01=計 -> Q sum
