quarter,value,source_note
2011-Q1,0.588003,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2011-Q2,0.590974,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2011-Q3,0.59063,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2011-Q4,0.580589,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2012-Q1,0.587376,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2012-Q2,0.590494,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2012-Q3,0.587999,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2012-Q4,0.578359,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2013-Q1,0.585391,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2013-Q2,0.585688,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2013-Q3,0.585961,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2013-Q4,0.578055,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2014-Q1,0.581462,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2014-Q2,0.58184,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2014-Q3,0.577984,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2014-Q4,0.568353,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2015-Q1,0.572009,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2015-Q2,0.571848,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2015-Q3,0.568228,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2015-Q4,0.561706,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2016-Q1,0.569375,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2016-Q2,0.566342,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2016-Q3,0.562525,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2016-Q4,0.557929,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2017-Q1,0.562161,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2017-Q2,0.559423,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2017-Q3,0.557333,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
2017-Q4,0.55479,"NBS 规上工业 负债/资产(月末存量→季末) NBS 规上工业 STRUCTURAL_PRE_START=2011Q1 (2011 门槛500万→2000万,2010 不同总体)"
