quarter,value,source_note
2000-Q1,534.5,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q2,1088.1,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q3,1238.0,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2000-Q4,2041.13,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q1,677.2,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q2,1445.3,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q3,1636.32,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2001-Q4,2486.66,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q1,922.35,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q2,1898.93,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q3,2041.41,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2002-Q4,2873.73,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q1,1285.1,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q2,2531.71,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q3,2678.2,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2003-Q4,3611.11,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q1,1820.4,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q2,3103.29,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q3,3433.08,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2004-Q4,4801.48,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q1,2323.57,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q2,3869.49,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q3,4184.51,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2005-Q4,5381.73,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q1,2792.68,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q2,4901.91,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q3,5207.81,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2006-Q4,6480.06,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q1,3543.78,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q2,6343.45,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q3,6926.82,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2007-Q4,8465.6,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q1,4687.75,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q2,8507.92,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q3,8082.02,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2008-Q4,9302.13,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q1,4880.29,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q2,9415.12,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q3,10264.59,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2009-Q4,11671.71,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q1,6594.45,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q2,13152.67,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q3,13764.13,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2010-Q4,14755.82,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q1,8846.36,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q2,17404.09,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q3,17974.39,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2011-Q4,17514.94,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q1,10927.17,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q2,19682.66,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q3,20436.1,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2012-Q4,20757.86,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q1,13132.57,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q2,23695.37,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q3,24291.61,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
2013-Q4,24893.83,NBS 房地产开发月度(累计值)→单季还原 房地产开发投资完成额 全国 2000-Q1-2026-Q2 源:data.stats.gov.cn 新接口 /stream/esData
