month,value,source_note
2023-02,98.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-03,97.65,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-04,95.91,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-05,94.71,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-06,92.77,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-07,91.96,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-08,92.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-09,93.31,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-10,93.57,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-11,92.58,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2023-12,92.73,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-01,92.32,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-02,94.07,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-03,92.65,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-04,92.9,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-05,92.13,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-06,92.12,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-07,92.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-08,91.8,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-09,91.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-10,92.55,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-11,92.16,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2024-12,92.26,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-01,92.64,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-02,92.22,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-03,90.55,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-04,87.67,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-05,86.85,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-06,86.19,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-07,86.38,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-08,86.79,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-09,87.22,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-10,87.97,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-11,88.81,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2025-12,89.43,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-01,89.52,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-02,90.74,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-03,91.5,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-04,91.01,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-05,90.84,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-06,92.23,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
2026-07,92.72,raw RBCNBIS_CN_real_broad_effective_fx_monthly.csv
