decision_month,feature,value,na_reason,reference_period_used,available_date_used,feature_regime,note
2019-05,eyg,5.4357,,,2019-05-31,,100/PE_ttm - cn10y
2019-05,term_spread,0.4596,,,2019-05-31,,cn10y - cn2y
2019-05,pmi_gap,0.1000,,,2019-05-20,,gro.pmi - 50
2019-05,m1_m2_gap,-5.6000,,,2019-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-04)
2019-06,ey,8.1833,,,2019-06-28,,100/PE_ttm
2019-06,eyg,4.9579,,,2019-06-28,,100/PE_ttm - cn10y
2019-06,term_spread,0.3770,,,2019-06-28,,cn10y - cn2y
2019-06,pmi_gap,-0.6000,,,2019-06-20,,gro.pmi - 50
2019-06,m1_m2_gap,-5.1000,,,2019-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-05)
2019-07,ey,8.2372,,,2019-07-31,,100/PE_ttm
2019-07,eyg,5.0820,,,2019-07-31,,100/PE_ttm - cn10y
2019-07,term_spread,0.3975,,,2019-07-31,,cn10y - cn2y
2019-07,pmi_gap,-0.6000,,,2019-07-20,,gro.pmi - 50
2019-07,m1_m2_gap,-4.1000,,,2019-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-06)
2019-08,ey,8.5470,,,2019-08-30,,100/PE_ttm
2019-08,eyg,5.4897,,,2019-08-30,,100/PE_ttm - cn10y
2019-08,term_spread,0.3560,,,2019-08-30,,cn10y - cn2y
2019-08,pmi_gap,-0.3000,,,2019-08-20,,gro.pmi - 50
2019-08,m1_m2_gap,-5.0000,,,2019-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-07)
2019-09,ey,8.5324,,,2019-09-30,,100/PE_ttm
2019-09,eyg,5.3913,,,2019-09-30,,100/PE_ttm - cn10y
2019-09,term_spread,0.4208,,,2019-09-30,,cn10y - cn2y
2019-09,pmi_gap,-0.5000,,,2019-09-20,,gro.pmi - 50
2019-09,m1_m2_gap,-4.8000,,,2019-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-08)
2019-10,ey,8.5690,,,2019-10-31,,100/PE_ttm
2019-10,eyg,5.2810,,,2019-10-31,,100/PE_ttm - cn10y
2019-10,term_spread,0.5216,,,2019-10-31,,cn10y - cn2y
2019-10,pmi_gap,-0.2000,,,2019-10-20,,gro.pmi - 50
2019-10,m1_m2_gap,-5.0000,,,2019-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-09)
2019-11,ey,8.7260,,,2019-11-29,,100/PE_ttm
2019-11,eyg,5.5610,,,2019-11-29,,100/PE_ttm - cn10y
2019-11,term_spread,0.4832,,,2019-11-29,,cn10y - cn2y
2019-11,pmi_gap,-0.7000,,,2019-11-20,,gro.pmi - 50
2019-11,m1_m2_gap,-5.1000,,,2019-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-10)
2019-12,ey,8.1301,,,2019-12-31,,100/PE_ttm
2019-12,eyg,4.9936,,,2019-12-31,,100/PE_ttm - cn10y
2019-12,term_spread,0.6581,,,2019-12-31,,cn10y - cn2y
2019-12,pmi_gap,0.2000,,,2019-12-20,,gro.pmi - 50
2019-12,m1_m2_gap,-4.7000,,,2019-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-11)
2020-01,ey,8.3612,,,2020-01-23,,100/PE_ttm
2020-01,eyg,5.3680,,,2020-01-23,,100/PE_ttm - cn10y
2020-01,term_spread,0.5139,,,2020-01-23,,cn10y - cn2y
2020-01,pmi_gap,0.2000,,,2020-01-20,,gro.pmi - 50
2020-01,m1_m2_gap,-4.3000,,,2020-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-12)
2020-02,ey,8.6430,,,2020-02-28,,100/PE_ttm
2020-02,eyg,5.9054,,,2020-02-28,,100/PE_ttm - cn10y
2020-02,term_spread,0.4831,,,2020-02-28,,cn10y - cn2y
2020-02,pmi_gap,0.0000,,,2020-02-20,,gro.pmi - 50
2020-02,m1_m2_gap,-8.4000,,,2020-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-01)
2020-03,ey,9.2166,,,2020-03-31,,100/PE_ttm
2020-03,eyg,6.6267,,,2020-03-31,,100/PE_ttm - cn10y
2020-03,term_spread,0.6846,,,2020-03-31,,cn10y - cn2y
2020-03,pmi_gap,-14.3000,,,2020-03-20,,gro.pmi - 50
2020-03,m1_m2_gap,-4.0000,,,2020-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-02)
2020-04,ey,8.4962,,,2020-04-30,,100/PE_ttm
2020-04,eyg,5.9582,,,2020-04-30,,100/PE_ttm - cn10y
2020-04,term_spread,1.1655,,,2020-04-30,,cn10y - cn2y
2020-04,pmi_gap,2.0000,,,2020-04-20,,gro.pmi - 50
2020-04,m1_m2_gap,-5.1000,,,2020-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-03)
2020-05,ey,8.6207,,,2020-05-29,,100/PE_ttm
2020-05,eyg,5.9154,,,2020-05-29,,100/PE_ttm - cn10y
2020-05,term_spread,0.8508,,,2020-05-29,,cn10y - cn2y
2020-05,pmi_gap,0.8000,,,2020-05-20,,gro.pmi - 50
2020-05,m1_m2_gap,-5.6000,,,2020-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-04)
2020-06,ey,8.0775,,,2020-06-30,,100/PE_ttm
2020-06,eyg,5.2545,,,2020-06-30,,100/PE_ttm - cn10y
2020-06,term_spread,0.5784,,,2020-06-30,,cn10y - cn2y
2020-06,pmi_gap,0.6000,,,2020-06-20,,gro.pmi - 50
2020-06,m1_m2_gap,-4.3000,,,2020-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-05)
2020-07,ey,7.3153,,,2020-07-31,,100/PE_ttm
2020-07,eyg,4.3489,,,2020-07-31,,100/PE_ttm - cn10y
2020-07,term_spread,0.4968,,,2020-07-31,,cn10y - cn2y
2020-07,pmi_gap,0.9000,,,2020-07-20,,gro.pmi - 50
2020-07,m1_m2_gap,-4.6000,,,2020-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-06)
2020-08,ey,6.9204,,,2020-08-31,,100/PE_ttm
2020-08,eyg,3.9027,,,2020-08-31,,100/PE_ttm - cn10y
2020-08,term_spread,0.2402,,,2020-08-31,,cn10y - cn2y
2020-08,pmi_gap,1.1000,,,2020-08-20,,gro.pmi - 50
2020-08,m1_m2_gap,-3.8000,,,2020-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-07)
2020-09,ey,7.2098,,,2020-09-30,,100/PE_ttm
2020-09,eyg,4.0616,,,2020-09-30,,100/PE_ttm - cn10y
2020-09,term_spread,0.3558,,,2020-09-30,,cn10y - cn2y
2020-09,pmi_gap,1.0000,,,2020-09-20,,gro.pmi - 50
2020-09,m1_m2_gap,-2.4000,,,2020-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-08)
2020-10,ey,7.1839,,,2020-10-30,,100/PE_ttm
2020-10,eyg,4.0029,,,2020-10-30,,100/PE_ttm - cn10y
2020-10,term_spread,0.3074,,,2020-10-30,,cn10y - cn2y
2020-10,pmi_gap,1.5000,,,2020-10-20,,gro.pmi - 50
2020-10,m1_m2_gap,-2.8000,,,2020-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-09)
2020-11,ey,6.7981,,,2020-11-30,,100/PE_ttm
2020-11,eyg,3.5481,,,2020-11-30,,100/PE_ttm - cn10y
2020-11,term_spread,0.2763,,,2020-11-30,,cn10y - cn2y
2020-11,pmi_gap,1.4000,,,2020-11-20,,gro.pmi - 50
2020-11,m1_m2_gap,-1.4000,,,2020-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-10)
2020-12,ey,6.3857,,,2020-12-31,,100/PE_ttm
2020-12,eyg,3.2428,,,2020-12-31,,100/PE_ttm - cn10y
2020-12,term_spread,0.4203,,,2020-12-31,,cn10y - cn2y
2020-12,pmi_gap,2.1000,,,2020-12-20,,gro.pmi - 50
2020-12,m1_m2_gap,-0.7000,,,2020-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-11)
2021-01,ey,6.2696,,,2021-01-29,,100/PE_ttm
2021-01,eyg,3.0910,,,2021-01-29,,100/PE_ttm - cn10y
2021-01,term_spread,0.3580,,,2021-01-29,,cn10y - cn2y
2021-01,pmi_gap,1.9000,,,2021-01-20,,gro.pmi - 50
2021-01,m1_m2_gap,-1.5000,,,2021-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2020-12)
2021-02,ey,6.3012,,,2021-02-26,,100/PE_ttm
2021-02,eyg,3.0214,,,2021-02-26,,100/PE_ttm - cn10y
2021-02,term_spread,0.4935,,,2021-02-26,,cn10y - cn2y
2021-02,pmi_gap,1.3000,,,2021-02-20,,gro.pmi - 50
2021-02,m1_m2_gap,5.3000,,,2021-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-01)
2021-03,ey,6.8446,,,2021-03-31,,100/PE_ttm
2021-03,eyg,3.6559,,,2021-03-31,,100/PE_ttm - cn10y
2021-03,term_spread,0.4250,,,2021-03-31,,cn10y - cn2y
2021-03,pmi_gap,0.6000,,,2021-03-20,,gro.pmi - 50
2021-03,m1_m2_gap,-2.7000,,,2021-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-02)
2021-04,ey,7.3964,,,2021-04-30,,100/PE_ttm
2021-04,eyg,4.2324,,,2021-04-30,,100/PE_ttm - cn10y
2021-04,term_spread,0.5076,,,2021-04-30,,cn10y - cn2y
2021-04,pmi_gap,1.9000,,,2021-04-20,,gro.pmi - 50
2021-04,m1_m2_gap,-2.3000,,,2021-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-03)
2021-05,ey,7.0972,,,2021-05-31,,100/PE_ttm
2021-05,eyg,4.0522,,,2021-05-31,,100/PE_ttm - cn10y
2021-05,term_spread,0.3872,,,2021-05-31,,cn10y - cn2y
2021-05,pmi_gap,1.1000,,,2021-05-20,,gro.pmi - 50
2021-05,m1_m2_gap,-1.9000,,,2021-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-04)
2021-06,ey,6.9832,,,2021-06-30,,100/PE_ttm
2021-06,eyg,3.9054,,,2021-06-30,,100/PE_ttm - cn10y
2021-06,term_spread,0.4170,,,2021-06-30,,cn10y - cn2y
2021-06,pmi_gap,1.0000,,,2021-06-20,,gro.pmi - 50
2021-06,m1_m2_gap,-2.2000,,,2021-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-05)
2021-07,ey,7.6220,,,2021-07-30,,100/PE_ttm
2021-07,eyg,4.7857,,,2021-07-30,,100/PE_ttm - cn10y
2021-07,term_spread,0.3843,,,2021-07-30,,cn10y - cn2y
2021-07,pmi_gap,0.9000,,,2021-07-20,,gro.pmi - 50
2021-07,m1_m2_gap,-3.1000,,,2021-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-06)
2021-08,ey,8.0580,,,2021-08-31,,100/PE_ttm
2021-08,eyg,5.2130,,,2021-08-31,,100/PE_ttm - cn10y
2021-08,term_spread,0.3539,,,2021-08-31,,cn10y - cn2y
2021-08,pmi_gap,0.4000,,,2021-08-20,,gro.pmi - 50
2021-08,m1_m2_gap,-3.4000,,,2021-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-07)
2021-09,ey,7.9302,,,2021-09-30,,100/PE_ttm
2021-09,eyg,5.0526,,,2021-09-30,,100/PE_ttm - cn10y
2021-09,term_spread,0.3864,,,2021-09-30,,cn10y - cn2y
2021-09,pmi_gap,0.1000,,,2021-09-20,,gro.pmi - 50
2021-09,m1_m2_gap,-4.0000,,,2021-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-08)
2021-10,ey,7.8927,,,2021-10-29,,100/PE_ttm
2021-10,eyg,4.9195,,,2021-10-29,,100/PE_ttm - cn10y
2021-10,term_spread,0.3874,,,2021-10-29,,cn10y - cn2y
2021-10,pmi_gap,-0.4000,,,2021-10-20,,gro.pmi - 50
2021-10,m1_m2_gap,-4.6000,,,2021-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-09)
2021-11,ey,8.1633,,,2021-11-30,,100/PE_ttm
2021-11,eyg,5.3383,,,2021-11-30,,100/PE_ttm - cn10y
2021-11,term_spread,0.3222,,,2021-11-30,,cn10y - cn2y
2021-11,pmi_gap,-0.8000,,,2021-11-20,,gro.pmi - 50
2021-11,m1_m2_gap,-5.9000,,,2021-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-10)
2021-12,ey,7.4794,,,2021-12-31,,100/PE_ttm
2021-12,eyg,4.7040,,,2021-12-31,,100/PE_ttm - cn10y
2021-12,term_spread,0.4032,,,2021-12-31,,cn10y - cn2y
2021-12,pmi_gap,0.1000,,,2021-12-20,,gro.pmi - 50
2021-12,m1_m2_gap,-5.5000,,,2021-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-11)
2022-01,ey,8.0386,,,2022-01-28,,100/PE_ttm
2022-01,eyg,5.3365,,,2022-01-28,,100/PE_ttm - cn10y
2022-01,term_spread,0.5610,,,2022-01-28,,cn10y - cn2y
2022-01,pmi_gap,0.3000,,,2022-01-20,,gro.pmi - 50
2022-01,m1_m2_gap,-5.5000,,,2022-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2021-12)
2022-02,ey,7.9554,,,2022-02-28,,100/PE_ttm
2022-02,eyg,5.1804,,,2022-02-28,,100/PE_ttm - cn10y
2022-02,term_spread,0.5192,,,2022-02-28,,cn10y - cn2y
2022-02,pmi_gap,0.1000,,,2022-02-20,,gro.pmi - 50
2022-02,m1_m2_gap,-11.7000,,,2022-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-01)
2022-03,ey,8.5324,,,2022-03-31,,100/PE_ttm
2022-03,eyg,5.7446,,,2022-03-31,,100/PE_ttm - cn10y
2022-03,term_spread,0.4786,,,2022-03-31,,cn10y - cn2y
2022-03,pmi_gap,0.2000,,,2022-03-20,,gro.pmi - 50
2022-03,m1_m2_gap,-4.5000,,,2022-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-02)
2022-04,ey,8.9206,,,2022-04-29,,100/PE_ttm
2022-04,eyg,6.0820,,,2022-04-29,,100/PE_ttm - cn10y
2022-04,term_spread,0.4915,,,2022-04-29,,cn10y - cn2y
2022-04,pmi_gap,-0.5000,,,2022-04-20,,gro.pmi - 50
2022-04,m1_m2_gap,-5.0000,,,2022-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-03)
2022-05,ey,8.8339,,,2022-05-31,,100/PE_ttm
2022-05,eyg,6.0913,,,2022-05-31,,100/PE_ttm - cn10y
2022-05,term_spread,0.4744,,,2022-05-31,,cn10y - cn2y
2022-05,pmi_gap,-2.6000,,,2022-05-20,,gro.pmi - 50
2022-05,m1_m2_gap,-5.4000,,,2022-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-04)
2022-06,ey,8.1235,,,2022-06-30,,100/PE_ttm
2022-06,eyg,5.3030,,,2022-06-30,,100/PE_ttm - cn10y
2022-06,term_spread,0.5157,,,2022-06-30,,cn10y - cn2y
2022-06,pmi_gap,-0.4000,,,2022-06-20,,gro.pmi - 50
2022-06,m1_m2_gap,-6.5000,,,2022-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-05)
2022-07,ey,8.7413,,,2022-07-29,,100/PE_ttm
2022-07,eyg,5.9853,,,2022-07-29,,100/PE_ttm - cn10y
2022-07,term_spread,0.5674,,,2022-07-29,,cn10y - cn2y
2022-07,pmi_gap,0.2000,,,2022-07-20,,gro.pmi - 50
2022-07,m1_m2_gap,-5.6000,,,2022-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-06)
2022-08,ey,9.0744,,,2022-08-31,,100/PE_ttm
2022-08,eyg,6.4519,,,2022-08-31,,100/PE_ttm - cn10y
2022-08,term_spread,0.5256,,,2022-08-31,,cn10y - cn2y
2022-08,pmi_gap,-1.0000,,,2022-08-20,,gro.pmi - 50
2022-08,m1_m2_gap,-5.3000,,,2022-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-07)
2022-09,ey,9.5511,,,2022-09-30,,100/PE_ttm
2022-09,eyg,6.7910,,,2022-09-30,,100/PE_ttm - cn10y
2022-09,term_spread,0.6237,,,2022-09-30,,cn10y - cn2y
2022-09,pmi_gap,-0.6000,,,2022-09-20,,gro.pmi - 50
2022-09,m1_m2_gap,-6.1000,,,2022-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-08)
2022-10,ey,10.4058,,,2022-10-31,,100/PE_ttm
2022-10,eyg,7.7625,,,2022-10-31,,100/PE_ttm - cn10y
2022-10,term_spread,0.5651,,,2022-10-31,,cn10y - cn2y
2022-10,pmi_gap,0.1000,,,2022-10-20,,gro.pmi - 50
2022-10,m1_m2_gap,-5.7000,,,2022-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-09)
2022-11,ey,9.4607,,,2022-11-30,,100/PE_ttm
2022-11,eyg,6.5757,,,2022-11-30,,100/PE_ttm - cn10y
2022-11,term_spread,0.5248,,,2022-11-30,,cn10y - cn2y
2022-11,pmi_gap,-0.8000,,,2022-11-20,,gro.pmi - 50
2022-11,m1_m2_gap,-6.0000,,,2022-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-10)
2022-12,ey,9.4429,,,2022-12-30,,100/PE_ttm
2022-12,eyg,6.6076,,,2022-12-30,,100/PE_ttm - cn10y
2022-12,term_spread,0.4831,,,2022-12-30,,cn10y - cn2y
2022-12,pmi_gap,-2.0000,,,2022-12-20,,gro.pmi - 50
2022-12,m1_m2_gap,-7.8000,,,2022-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-11)
2023-01,ey,8.8810,,,2023-01-31,,100/PE_ttm
2023-01,eyg,5.9833,,,2023-01-31,,100/PE_ttm - cn10y
2023-01,term_spread,0.4784,,,2023-01-31,,cn10y - cn2y
2023-01,pmi_gap,-3.0000,,,2023-01-20,,gro.pmi - 50
2023-01,m1_m2_gap,-8.1000,,,2023-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2022-12)
2023-02,ey,8.9526,,,2023-02-28,,100/PE_ttm
2023-02,eyg,6.0509,,,2023-02-28,,100/PE_ttm - cn10y
2023-02,term_spread,0.4132,,,2023-02-28,,cn10y - cn2y
2023-02,pmi_gap,0.1000,,,2023-02-20,,gro.pmi - 50
2023-02,m1_m2_gap,-5.9000,,,2023-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-01)
2023-03,ey,8.8731,,,2023-03-31,,100/PE_ttm
2023-03,eyg,6.0203,,,2023-03-31,,100/PE_ttm - cn10y
2023-03,term_spread,0.4610,,,2023-03-31,,cn10y - cn2y
2023-03,pmi_gap,2.6000,,,2023-03-20,,gro.pmi - 50
2023-03,m1_m2_gap,-7.1000,,,2023-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-02)
2023-04,ey,8.7184,,,2023-04-28,,100/PE_ttm
2023-04,eyg,5.9396,,,2023-04-28,,100/PE_ttm - cn10y
2023-04,term_spread,0.4240,,,2023-04-28,,cn10y - cn2y
2023-04,pmi_gap,1.9000,,,2023-04-20,,gro.pmi - 50
2023-04,m1_m2_gap,-7.6000,,,2023-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-03)
2023-05,ey,9.1491,,,2023-05-31,,100/PE_ttm
2023-05,eyg,6.4641,,,2023-05-31,,100/PE_ttm - cn10y
2023-05,term_spread,0.4986,,,2023-05-31,,cn10y - cn2y
2023-05,pmi_gap,-0.8000,,,2023-05-20,,gro.pmi - 50
2023-05,m1_m2_gap,-7.1000,,,2023-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-04)
2023-06,ey,9.1158,,,2023-06-30,,100/PE_ttm
2023-06,eyg,6.4807,,,2023-06-30,,100/PE_ttm - cn10y
2023-06,term_spread,0.4904,,,2023-06-30,,cn10y - cn2y
2023-06,pmi_gap,-1.2000,,,2023-06-20,,gro.pmi - 50
2023-06,m1_m2_gap,-6.9000,,,2023-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-05)
2023-07,ey,8.8028,,,2023-07-31,,100/PE_ttm
2023-07,eyg,6.1431,,,2023-07-31,,100/PE_ttm - cn10y
2023-07,term_spread,0.4951,,,2023-07-31,,cn10y - cn2y
2023-07,pmi_gap,-1.0000,,,2023-07-20,,gro.pmi - 50
2023-07,m1_m2_gap,-8.2000,,,2023-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-06)
2023-08,ey,9.0992,,,2023-08-31,,100/PE_ttm
2023-08,eyg,6.5417,,,2023-08-31,,100/PE_ttm - cn10y
2023-08,term_spread,0.4078,,,2023-08-31,,cn10y - cn2y
2023-08,pmi_gap,-0.7000,,,2023-08-20,,gro.pmi - 50
2023-08,m1_m2_gap,-8.4000,,,2023-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-07)
2023-09,ey,9.1996,,,2023-09-28,,100/PE_ttm
2023-09,eyg,6.5245,,,2023-09-28,,100/PE_ttm - cn10y
2023-09,term_spread,0.3992,,,2023-09-28,,cn10y - cn2y
2023-09,pmi_gap,-0.3000,,,2023-09-20,,gro.pmi - 50
2023-09,m1_m2_gap,-8.4000,,,2023-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-08)
2023-10,ey,9.3985,,,2023-10-31,,100/PE_ttm
2023-10,eyg,6.7047,,,2023-10-31,,100/PE_ttm - cn10y
2023-10,term_spread,0.3327,,,2023-10-31,,cn10y - cn2y
2023-10,pmi_gap,0.2000,,,2023-10-20,,gro.pmi - 50
2023-10,m1_m2_gap,-8.2000,,,2023-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-09)
2023-11,ey,9.5420,,,2023-11-30,,100/PE_ttm
2023-11,eyg,6.8740,,,2023-11-30,,100/PE_ttm - cn10y
2023-11,term_spread,0.2421,,,2023-11-30,,cn10y - cn2y
2023-11,pmi_gap,-0.5000,,,2023-11-20,,gro.pmi - 50
2023-11,m1_m2_gap,-8.4000,,,2023-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-10)
2023-12,ey,9.6339,,,2023-12-29,,100/PE_ttm
2023-12,eyg,7.0786,,,2023-12-29,,100/PE_ttm - cn10y
2023-12,term_spread,0.3455,,,2023-12-29,,cn10y - cn2y
2023-12,pmi_gap,-0.6000,,,2023-12-20,,gro.pmi - 50
2023-12,m1_m2_gap,-8.7000,,,2023-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-11)
2024-01,ey,9.8425,,,2024-01-31,,100/PE_ttm
2024-01,eyg,7.4095,,,2024-01-31,,100/PE_ttm - cn10y
2024-01,term_spread,0.2994,,,2024-01-31,,cn10y - cn2y
2024-01,pmi_gap,-1.0000,,,2024-01-20,,gro.pmi - 50
2024-01,m1_m2_gap,-8.4000,,,2024-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2023-12)
2024-02,ey,9.1659,,,2024-02-29,,100/PE_ttm
2024-02,eyg,6.8284,,,2024-02-29,,100/PE_ttm - cn10y
2024-02,term_spread,0.2849,,,2024-02-29,,cn10y - cn2y
2024-02,pmi_gap,-0.8000,,,2024-02-20,,gro.pmi - 50
2024-02,m1_m2_gap,-2.8000,,,2024-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-01)
2024-03,ey,8.9206,,,2024-03-29,,100/PE_ttm
2024-03,eyg,6.6305,,,2024-03-29,,100/PE_ttm - cn10y
2024-03,term_spread,0.3884,,,2024-03-29,,cn10y - cn2y
2024-03,pmi_gap,-0.9000,,,2024-03-20,,gro.pmi - 50
2024-03,m1_m2_gap,-7.5000,,,2024-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-02)
2024-04,ey,8.5985,,,2024-04-30,,100/PE_ttm
2024-04,eyg,6.2957,,,2024-04-30,,100/PE_ttm - cn10y
2024-04,term_spread,0.3996,,,2024-04-30,,cn10y - cn2y
2024-04,pmi_gap,0.8000,,,2024-04-20,,gro.pmi - 50
2024-04,m1_m2_gap,-7.2000,,,2024-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-03)
2024-05,ey,8.6430,,,2024-05-31,,100/PE_ttm
2024-05,eyg,6.3504,,,2024-05-31,,100/PE_ttm - cn10y
2024-05,term_spread,0.4939,,,2024-05-31,,cn10y - cn2y
2024-05,pmi_gap,0.4000,,,2024-05-20,,gro.pmi - 50
2024-05,m1_m2_gap,-8.6000,,,2024-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-04)
2024-06,ey,8.7108,,,2024-06-28,,100/PE_ttm
2024-06,eyg,6.5050,,,2024-06-28,,100/PE_ttm - cn10y
2024-06,term_spread,0.5723,,,2024-06-28,,cn10y - cn2y
2024-06,pmi_gap,-0.5000,,,2024-06-20,,gro.pmi - 50
2024-06,m1_m2_gap,-11.2000,,,2024-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-05)
2024-07,ey,8.8339,,,2024-07-31,,100/PE_ttm
2024-07,eyg,6.6845,,,2024-07-31,,100/PE_ttm - cn10y
2024-07,term_spread,0.6242,,,2024-07-31,,cn10y - cn2y
2024-07,pmi_gap,-0.5000,,,2024-07-20,,gro.pmi - 50
2024-07,m1_m2_gap,-11.2000,,,2024-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-06)
2024-08,ey,9.2081,,,2024-08-30,,100/PE_ttm
2024-08,eyg,7.0377,,,2024-08-30,,100/PE_ttm - cn10y
2024-08,term_spread,0.6507,,,2024-08-30,,cn10y - cn2y
2024-08,pmi_gap,-0.6000,,,2024-08-20,,gro.pmi - 50
2024-08,m1_m2_gap,-12.9000,,,2024-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-07)
2024-09,ey,7.9051,,,2024-09-30,,100/PE_ttm
2024-09,eyg,5.7533,,,2024-09-30,,100/PE_ttm - cn10y
2024-09,term_spread,0.6928,,,2024-09-30,,cn10y - cn2y
2024-09,pmi_gap,-0.9000,,,2024-09-20,,gro.pmi - 50
2024-09,m1_m2_gap,-13.6000,,,2024-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-08)
2024-10,ey,8.5837,,,2024-10-31,,100/PE_ttm
2024-10,eyg,6.4361,,,2024-10-31,,100/PE_ttm - cn10y
2024-10,term_spread,0.6994,,,2024-10-31,,cn10y - cn2y
2024-10,pmi_gap,-0.2000,,,2024-10-20,,gro.pmi - 50
2024-10,m1_m2_gap,-14.2000,,,2024-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-09)
2024-11,ey,8.5106,,,2024-11-29,,100/PE_ttm
2024-11,eyg,6.4900,,,2024-11-29,,100/PE_ttm - cn10y
2024-11,term_spread,0.6535,,,2024-11-29,,cn10y - cn2y
2024-11,pmi_gap,0.1000,,,2024-11-20,,gro.pmi - 50
2024-11,m1_m2_gap,-13.6000,,,2024-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-10)
2024-12,ey,8.2034,,,2024-12-31,,100/PE_ttm
2024-12,eyg,6.5282,,,2024-12-31,,100/PE_ttm - cn10y
2024-12,term_spread,0.5382,,,2024-12-31,,cn10y - cn2y
2024-12,pmi_gap,0.3000,,,2024-12-20,,gro.pmi - 50
2024-12,m1_m2_gap,-10.8000,,,2024-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2024-11)
2025-01,ey,8.5179,,,2025-01-27,,100/PE_ttm
2025-01,eyg,6.8880,,,2025-01-27,,100/PE_ttm - cn10y
