decision_month,feature,value,na_reason,reference_period_used,available_date_used,feature_regime,note
2013-08,m1_m2_gap,-4.8000,,,2013-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-07)
2013-09,ey,11.0865,,,2013-09-30,,100/PE_ttm
2013-09,eyg,7.0911,,,2013-09-30,,100/PE_ttm - cn10y
2013-09,term_spread,0.2214,,,2013-09-30,,cn10y - cn2y
2013-09,pmi_gap,1.0000,,,2013-09-20,,gro.pmi - 50
2013-09,m1_m2_gap,-4.8000,,,2013-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-08)
2013-10,ey,11.5741,,,2013-10-31,,100/PE_ttm
2013-10,eyg,7.3935,,,2013-10-31,,100/PE_ttm - cn10y
2013-10,term_spread,0.2017,,,2013-10-31,,cn10y - cn2y
2013-10,pmi_gap,1.1000,,,2013-10-20,,gro.pmi - 50
2013-10,m1_m2_gap,-5.3000,,,2013-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-09)
2013-11,ey,11.2486,,,2013-11-29,,100/PE_ttm
2013-11,eyg,6.8874,,,2013-11-29,,100/PE_ttm - cn10y
2013-11,term_spread,0.1950,,,2013-11-29,,cn10y - cn2y
2013-11,pmi_gap,1.4000,,,2013-11-20,,gro.pmi - 50
2013-11,m1_m2_gap,-5.4000,,,2013-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-10)
2013-12,ey,11.6009,,,2013-12-31,,100/PE_ttm
2013-12,eyg,7.0491,,,2013-12-31,,100/PE_ttm - cn10y
2013-12,term_spread,0.2140,,,2013-12-31,,cn10y - cn2y
2013-12,pmi_gap,1.4000,,,2013-12-20,,gro.pmi - 50
2013-12,m1_m2_gap,-4.8000,,,2013-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-11)
2014-01,ey,12.1951,,,2014-01-30,,100/PE_ttm
2014-01,eyg,7.6932,,,2014-01-30,,100/PE_ttm - cn10y
2014-01,term_spread,0.6839,,,2014-01-30,,cn10y - cn2y
2014-01,pmi_gap,1.0000,,,2014-01-20,,gro.pmi - 50
2014-01,m1_m2_gap,-4.3000,,,2014-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2013-12)
2014-02,ey,12.2100,,,2014-02-28,,100/PE_ttm
2014-02,eyg,7.7824,,,2014-02-28,,100/PE_ttm - cn10y
2014-02,term_spread,0.8877,,,2014-02-28,,cn10y - cn2y
2014-02,pmi_gap,0.5000,,,2014-02-20,,gro.pmi - 50
2014-02,m1_m2_gap,-12.0000,,,2014-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-01)
2014-03,ey,12.3305,,,2014-03-31,,100/PE_ttm
2014-03,eyg,7.8301,,,2014-03-31,,100/PE_ttm - cn10y
2014-03,term_spread,1.0949,,,2014-03-31,,cn10y - cn2y
2014-03,pmi_gap,0.2000,,,2014-03-20,,gro.pmi - 50
2014-03,m1_m2_gap,-6.4000,,,2014-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-02)
2014-04,ey,12.5628,,,2014-04-30,,100/PE_ttm
2014-04,eyg,8.2626,,,2014-04-30,,100/PE_ttm - cn10y
2014-04,term_spread,0.5762,,,2014-04-30,,cn10y - cn2y
2014-04,pmi_gap,0.3000,,,2014-04-20,,gro.pmi - 50
2014-04,m1_m2_gap,-6.7000,,,2014-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-03)
2014-05,ey,12.4688,,,2014-05-30,,100/PE_ttm
2014-05,eyg,8.3974,,,2014-05-30,,100/PE_ttm - cn10y
2014-05,term_spread,0.4004,,,2014-05-30,,cn10y - cn2y
2014-05,pmi_gap,0.4000,,,2014-05-20,,gro.pmi - 50
2014-05,m1_m2_gap,-7.7000,,,2014-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-04)
2014-06,ey,12.2699,,,2014-06-30,,100/PE_ttm
2014-06,eyg,8.2087,,,2014-06-30,,100/PE_ttm - cn10y
2014-06,term_spread,0.4581,,,2014-06-30,,cn10y - cn2y
2014-06,pmi_gap,0.8000,,,2014-06-20,,gro.pmi - 50
2014-06,m1_m2_gap,-7.7000,,,2014-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-05)
2014-07,ey,11.4679,,,2014-07-31,,100/PE_ttm
2014-07,eyg,7.2024,,,2014-07-31,,100/PE_ttm - cn10y
2014-07,term_spread,0.3917,,,2014-07-31,,cn10y - cn2y
2014-07,pmi_gap,1.0000,,,2014-07-20,,gro.pmi - 50
2014-07,m1_m2_gap,-5.8000,,,2014-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-06)
2014-08,ey,11.8343,,,2014-08-29,,100/PE_ttm
2014-08,eyg,7.5982,,,2014-08-29,,100/PE_ttm - cn10y
2014-08,term_spread,0.3329,,,2014-08-29,,cn10y - cn2y
2014-08,pmi_gap,1.7000,,,2014-08-20,,gro.pmi - 50
2014-08,m1_m2_gap,-6.8000,,,2014-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-07)
2014-09,ey,11.4416,,,2014-09-30,,100/PE_ttm
2014-09,eyg,7.4592,,,2014-09-30,,100/PE_ttm - cn10y
2014-09,term_spread,0.1707,,,2014-09-30,,cn10y - cn2y
2014-09,pmi_gap,1.1000,,,2014-09-20,,gro.pmi - 50
2014-09,m1_m2_gap,-7.1000,,,2014-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-08)
2014-10,ey,11.3766,,,2014-10-31,,100/PE_ttm
2014-10,eyg,7.6207,,,2014-10-31,,100/PE_ttm - cn10y
2014-10,term_spread,0.3582,,,2014-10-31,,cn10y - cn2y
2014-10,pmi_gap,1.1000,,,2014-10-20,,gro.pmi - 50
2014-10,m1_m2_gap,-8.1000,,,2014-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-09)
2014-11,ey,10.1729,,,2014-11-28,,100/PE_ttm
2014-11,eyg,6.6480,,,2014-11-28,,100/PE_ttm - cn10y
2014-11,term_spread,0.3605,,,2014-11-28,,cn10y - cn2y
2014-11,pmi_gap,0.8000,,,2014-11-20,,gro.pmi - 50
2014-11,m1_m2_gap,-9.4000,,,2014-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-10)
2014-12,ey,7.8493,,,2014-12-31,,100/PE_ttm
2014-12,eyg,4.2274,,,2014-12-31,,100/PE_ttm - cn10y
2014-12,term_spread,0.3137,,,2014-12-31,,cn10y - cn2y
2014-12,pmi_gap,0.3000,,,2014-12-20,,gro.pmi - 50
2014-12,m1_m2_gap,-9.1000,,,2014-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-11)
2015-01,ey,8.0257,,,2015-01-30,,100/PE_ttm
2015-01,eyg,4.5238,,,2015-01-30,,100/PE_ttm - cn10y
2015-01,term_spread,0.3466,,,2015-01-30,,cn10y - cn2y
2015-01,pmi_gap,0.1000,,,2015-01-20,,gro.pmi - 50
2015-01,m1_m2_gap,-9.0000,,,2015-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2014-12)
2015-02,ey,7.8064,,,2015-02-27,,100/PE_ttm
2015-02,eyg,4.4319,,,2015-02-27,,100/PE_ttm - cn10y
2015-02,term_spread,0.2959,,,2015-02-27,,cn10y - cn2y
2015-02,pmi_gap,-0.2000,,,2015-02-20,,gro.pmi - 50
2015-02,m1_m2_gap,-0.2000,,,2015-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-01)
2015-03,ey,6.9156,,,2015-03-31,,100/PE_ttm
2015-03,eyg,3.2673,,,2015-03-31,,100/PE_ttm - cn10y
2015-03,term_spread,0.3832,,,2015-03-31,,cn10y - cn2y
2015-03,pmi_gap,-0.1000,,,2015-03-20,,gro.pmi - 50
2015-03,m1_m2_gap,-6.9000,,,2015-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-02)
2015-04,ey,6.0314,,,2015-04-30,,100/PE_ttm
2015-04,eyg,2.6811,,,2015-04-30,,100/PE_ttm - cn10y
2015-04,term_spread,0.4024,,,2015-04-30,,cn10y - cn2y
2015-04,pmi_gap,0.1000,,,2015-04-20,,gro.pmi - 50
2015-04,m1_m2_gap,-8.7000,,,2015-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-03)
2015-05,ey,6.1200,,,2015-05-29,,100/PE_ttm
2015-05,eyg,2.5246,,,2015-05-29,,100/PE_ttm - cn10y
2015-05,term_spread,1.1497,,,2015-05-29,,cn10y - cn2y
2015-05,pmi_gap,0.1000,,,2015-05-20,,gro.pmi - 50
2015-05,m1_m2_gap,-6.4000,,,2015-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-04)
2015-06,ey,6.2073,,,2015-06-30,,100/PE_ttm
2015-06,eyg,2.6097,,,2015-06-30,,100/PE_ttm - cn10y
2015-06,term_spread,1.2546,,,2015-06-30,,cn10y - cn2y
2015-06,pmi_gap,0.2000,,,2015-06-20,,gro.pmi - 50
2015-06,m1_m2_gap,-6.1000,,,2015-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-05)
2015-07,ey,7.2359,,,2015-07-31,,100/PE_ttm
2015-07,eyg,3.7607,,,2015-07-31,,100/PE_ttm - cn10y
2015-07,term_spread,0.9045,,,2015-07-31,,cn10y - cn2y
2015-07,pmi_gap,0.2000,,,2015-07-20,,gro.pmi - 50
2015-07,m1_m2_gap,-7.5000,,,2015-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-06)
2015-08,ey,8.5543,,,2015-08-31,,100/PE_ttm
2015-08,eyg,5.2291,,,2015-08-31,,100/PE_ttm - cn10y
2015-08,term_spread,0.7183,,,2015-08-31,,cn10y - cn2y
2015-08,pmi_gap,0.0000,,,2015-08-20,,gro.pmi - 50
2015-08,m1_m2_gap,-6.7000,,,2015-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-07)
2015-09,ey,8.9127,,,2015-09-30,,100/PE_ttm
2015-09,eyg,5.6765,,,2015-09-30,,100/PE_ttm - cn10y
2015-09,term_spread,0.5647,,,2015-09-30,,cn10y - cn2y
2015-09,pmi_gap,-0.3000,,,2015-09-20,,gro.pmi - 50
2015-09,m1_m2_gap,-4.0000,,,2015-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-08)
2015-10,ey,8.0386,,,2015-10-30,,100/PE_ttm
2015-10,eyg,4.9786,,,2015-10-30,,100/PE_ttm - cn10y
2015-10,term_spread,0.5120,,,2015-10-30,,cn10y - cn2y
2015-10,pmi_gap,-0.2000,,,2015-10-20,,gro.pmi - 50
2015-10,m1_m2_gap,-1.7000,,,2015-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-09)
2015-11,ey,8.0580,,,2015-11-30,,100/PE_ttm
2015-11,eyg,5.0176,,,2015-11-30,,100/PE_ttm - cn10y
2015-11,term_spread,0.3254,,,2015-11-30,,cn10y - cn2y
2015-11,pmi_gap,-0.2000,,,2015-11-20,,gro.pmi - 50
2015-11,m1_m2_gap,0.5000,,,2015-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-10)
2015-12,ey,7.6864,,,2015-12-31,,100/PE_ttm
2015-12,eyg,4.8652,,,2015-12-31,,100/PE_ttm - cn10y
2015-12,term_spread,0.3977,,,2015-12-31,,cn10y - cn2y
2015-12,pmi_gap,-0.4000,,,2015-12-20,,gro.pmi - 50
2015-12,m1_m2_gap,2.0000,,,2015-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-11)
2016-01,ey,9.5511,,,2016-01-29,,100/PE_ttm
2016-01,eyg,6.7092,,,2016-01-29,,100/PE_ttm - cn10y
2016-01,term_spread,0.3647,,,2016-01-29,,cn10y - cn2y
2016-01,pmi_gap,-0.3000,,,2016-01-20,,gro.pmi - 50
2016-01,m1_m2_gap,1.9000,,,2016-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2015-12)
2016-02,ey,9.7466,,,2016-02-29,,100/PE_ttm
2016-02,eyg,6.8964,,,2016-02-29,,100/PE_ttm - cn10y
2016-02,term_spread,0.4342,,,2016-02-29,,cn10y - cn2y
2016-02,pmi_gap,-0.6000,,,2016-02-20,,gro.pmi - 50
2016-02,m1_m2_gap,4.6000,,,2016-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-01)
2016-03,ey,8.7413,,,2016-03-31,,100/PE_ttm
2016-03,eyg,5.8994,,,2016-03-31,,100/PE_ttm - cn10y
2016-03,term_spread,0.6571,,,2016-03-31,,cn10y - cn2y
2016-03,pmi_gap,-1.0000,,,2016-03-20,,gro.pmi - 50
2016-03,m1_m2_gap,4.1000,,,2016-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-02)
2016-04,ey,8.8339,,,2016-04-29,,100/PE_ttm
2016-04,eyg,5.9426,,,2016-04-29,,100/PE_ttm - cn10y
2016-04,term_spread,0.4529,,,2016-04-29,,cn10y - cn2y
2016-04,pmi_gap,0.2000,,,2016-04-20,,gro.pmi - 50
2016-04,m1_m2_gap,8.7000,,,2016-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-03)
2016-05,ey,8.8028,,,2016-05-31,,100/PE_ttm
2016-05,eyg,5.8177,,,2016-05-31,,100/PE_ttm - cn10y
2016-05,term_spread,0.5213,,,2016-05-31,,cn10y - cn2y
2016-05,pmi_gap,0.1000,,,2016-05-20,,gro.pmi - 50
2016-05,m1_m2_gap,10.1000,,,2016-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-04)
2016-06,ey,8.7951,,,2016-06-30,,100/PE_ttm
2016-06,eyg,5.9540,,,2016-06-30,,100/PE_ttm - cn10y
2016-06,term_spread,0.3542,,,2016-06-30,,cn10y - cn2y
2016-06,pmi_gap,0.1000,,,2016-06-20,,gro.pmi - 50
2016-06,m1_m2_gap,11.9000,,,2016-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-05)
2016-07,ey,8.5470,,,2016-07-29,,100/PE_ttm
2016-07,eyg,5.7702,,,2016-07-29,,100/PE_ttm - cn10y
2016-07,term_spread,0.4140,,,2016-07-29,,cn10y - cn2y
2016-07,pmi_gap,0.0000,,,2016-07-20,,gro.pmi - 50
2016-07,m1_m2_gap,12.8000,,,2016-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-06)
2016-08,ey,8.0906,,,2016-08-31,,100/PE_ttm
2016-08,eyg,5.3481,,,2016-08-31,,100/PE_ttm - cn10y
2016-08,term_spread,0.5032,,,2016-08-31,,cn10y - cn2y
2016-08,pmi_gap,-0.1000,,,2016-08-20,,gro.pmi - 50
2016-08,m1_m2_gap,15.2000,,,2016-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-07)
2016-09,ey,8.2988,,,2016-09-30,,100/PE_ttm
2016-09,eyg,5.5730,,,2016-09-30,,100/PE_ttm - cn10y
2016-09,term_spread,0.4649,,,2016-09-30,,cn10y - cn2y
2016-09,pmi_gap,0.4000,,,2016-09-20,,gro.pmi - 50
2016-09,m1_m2_gap,13.9000,,,2016-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-08)
2016-10,ey,8.2781,,,2016-10-31,,100/PE_ttm
2016-10,eyg,5.5356,,,2016-10-31,,100/PE_ttm - cn10y
2016-10,term_spread,0.4918,,,2016-10-31,,cn10y - cn2y
2016-10,pmi_gap,0.4000,,,2016-10-20,,gro.pmi - 50
2016-10,m1_m2_gap,13.2000,,,2016-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-09)
2016-11,ey,7.8431,,,2016-11-30,,100/PE_ttm
2016-11,eyg,4.8929,,,2016-11-30,,100/PE_ttm - cn10y
2016-11,term_spread,0.5254,,,2016-11-30,,cn10y - cn2y
2016-11,pmi_gap,1.2000,,,2016-11-20,,gro.pmi - 50
2016-11,m1_m2_gap,12.3000,,,2016-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-10)
2016-12,ey,8.1235,,,2016-12-30,,100/PE_ttm
2016-12,eyg,5.1120,,,2016-12-30,,100/PE_ttm - cn10y
2016-12,term_spread,0.3073,,,2016-12-30,,cn10y - cn2y
2016-12,pmi_gap,1.7000,,,2016-12-20,,gro.pmi - 50
2016-12,m1_m2_gap,11.3000,,,2016-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-11)
2017-01,ey,7.8247,,,2017-01-26,,100/PE_ttm
2017-01,eyg,4.4782,,,2017-01-26,,100/PE_ttm - cn10y
2017-01,term_spread,0.5728,,,2017-01-26,,cn10y - cn2y
2017-01,pmi_gap,1.4000,,,2017-01-20,,gro.pmi - 50
2017-01,m1_m2_gap,10.1000,,,2017-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2016-12)
2017-02,ey,7.7101,,,2017-02-28,,100/PE_ttm
2017-02,eyg,4.4180,,,2017-02-28,,100/PE_ttm - cn10y
2017-02,term_spread,0.4593,,,2017-02-28,,cn10y - cn2y
2017-02,pmi_gap,1.3000,,,2017-02-20,,gro.pmi - 50
2017-02,m1_m2_gap,3.7968,,,2017-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-01)
2017-03,ey,7.7821,,,2017-03-31,,100/PE_ttm
2017-03,eyg,4.4993,,,2017-03-31,,100/PE_ttm - cn10y
2017-03,term_spread,0.3520,,,2017-03-31,,cn10y - cn2y
2017-03,pmi_gap,1.6000,,,2017-03-20,,gro.pmi - 50
2017-03,m1_m2_gap,10.9500,,,2017-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-02)
2017-04,ey,7.8802,,,2017-04-28,,100/PE_ttm
2017-04,eyg,4.4134,,,2017-04-28,,100/PE_ttm - cn10y
2017-04,term_spread,0.2520,,,2017-04-28,,cn10y - cn2y
2017-04,pmi_gap,1.8000,,,2017-04-20,,gro.pmi - 50
2017-04,m1_m2_gap,8.6822,,,2017-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-03)
2017-05,ey,7.7821,,,2017-05-31,,100/PE_ttm
2017-05,eyg,4.1719,,,2017-05-31,,100/PE_ttm - cn10y
2017-05,term_spread,0.0496,,,2017-05-31,,cn10y - cn2y
2017-05,pmi_gap,1.2000,,,2017-05-20,,gro.pmi - 50
2017-05,m1_m2_gap,8.6574,,,2017-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-04)
2017-06,ey,7.4683,,,2017-06-30,,100/PE_ttm
2017-06,eyg,3.9000,,,2017-06-30,,100/PE_ttm - cn10y
2017-06,term_spread,0.0743,,,2017-06-30,,cn10y - cn2y
2017-06,pmi_gap,1.2000,,,2017-06-20,,gro.pmi - 50
2017-06,m1_m2_gap,7.8711,,,2017-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-05)
2017-07,ey,7.2569,,,2017-07-31,,100/PE_ttm
2017-07,eyg,3.6309,,,2017-07-31,,100/PE_ttm - cn10y
2017-07,term_spread,0.1622,,,2017-07-31,,cn10y - cn2y
2017-07,pmi_gap,1.7000,,,2017-07-20,,gro.pmi - 50
2017-07,m1_m2_gap,5.8987,,,2017-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-06)
2017-08,ey,7.2046,,,2017-08-31,,100/PE_ttm
2017-08,eyg,3.5781,,,2017-08-31,,100/PE_ttm - cn10y
2017-08,term_spread,0.1470,,,2017-08-31,,cn10y - cn2y
2017-08,pmi_gap,1.4000,,,2017-08-20,,gro.pmi - 50
2017-08,m1_m2_gap,6.4100,,,2017-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-07)
2017-09,ey,7.2307,,,2017-09-29,,100/PE_ttm
2017-09,eyg,3.6171,,,2017-09-29,,100/PE_ttm - cn10y
2017-09,term_spread,0.0874,,,2017-09-29,,cn10y - cn2y
2017-09,pmi_gap,1.7000,,,2017-09-20,,gro.pmi - 50
2017-09,m1_m2_gap,5.4367,,,2017-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-08)
2017-10,ey,7.2254,,,2017-10-31,,100/PE_ttm
2017-10,eyg,3.3337,,,2017-10-31,,100/PE_ttm - cn10y
2017-10,term_spread,0.2651,,,2017-10-31,,cn10y - cn2y
2017-10,pmi_gap,2.4000,,,2017-10-20,,gro.pmi - 50
2017-10,m1_m2_gap,5.0240,,,2017-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-09)
2017-11,ey,7.2411,,,2017-11-30,,100/PE_ttm
2017-11,eyg,3.3510,,,2017-11-30,,100/PE_ttm - cn10y
2017-11,term_spread,0.1942,,,2017-11-30,,cn10y - cn2y
2017-11,pmi_gap,1.6000,,,2017-11-20,,gro.pmi - 50
2017-11,m1_m2_gap,4.1229,,,2017-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-10)
2017-12,ey,7.1174,,,2017-12-29,,100/PE_ttm
2017-12,eyg,3.2367,,,2017-12-29,,100/PE_ttm - cn10y
2017-12,term_spread,0.0960,,,2017-12-29,,cn10y - cn2y
2017-12,pmi_gap,1.8000,,,2017-12-20,,gro.pmi - 50
2017-12,m1_m2_gap,3.5852,,,2017-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-11)
2018-01,ey,6.5833,,,2018-01-31,,100/PE_ttm
2018-01,eyg,2.6693,,,2018-01-31,,100/PE_ttm - cn10y
2018-01,term_spread,0.3851,,,2018-01-31,,cn10y - cn2y
2018-01,pmi_gap,1.6000,,,2018-01-20,,gro.pmi - 50
2018-01,m1_m2_gap,3.7346,,,2018-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2017-12)
2018-02,ey,7.0822,,,2018-02-28,,100/PE_ttm
2018-02,eyg,3.2620,,,2018-02-28,,100/PE_ttm - cn10y
2018-02,term_spread,0.4698,,,2018-02-28,,cn10y - cn2y
2018-02,pmi_gap,1.3000,,,2018-02-20,,gro.pmi - 50
2018-02,m1_m2_gap,6.4000,,,2018-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-01)
2018-03,ey,7.4794,,,2018-03-30,,100/PE_ttm
2018-03,eyg,3.7387,,,2018-03-30,,100/PE_ttm - cn10y
2018-03,term_spread,0.3190,,,2018-03-30,,cn10y - cn2y
2018-03,pmi_gap,0.3000,,,2018-03-20,,gro.pmi - 50
2018-03,m1_m2_gap,-0.3000,,,2018-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-02)
2018-04,ey,7.8493,,,2018-04-27,,100/PE_ttm
2018-04,eyg,4.2129,,,2018-04-27,,100/PE_ttm - cn10y
2018-04,term_spread,0.5326,,,2018-04-27,,cn10y - cn2y
2018-04,pmi_gap,1.5000,,,2018-04-20,,gro.pmi - 50
2018-04,m1_m2_gap,-1.1000,,,2018-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-03)
2018-05,ey,7.9681,,,2018-05-31,,100/PE_ttm
2018-05,eyg,4.3552,,,2018-05-31,,100/PE_ttm - cn10y
2018-05,term_spread,0.3455,,,2018-05-31,,cn10y - cn2y
2018-05,pmi_gap,1.4000,,,2018-05-20,,gro.pmi - 50
2018-05,m1_m2_gap,-1.1000,,,2018-05-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-04)
2018-06,ey,8.4674,,,2018-06-29,,100/PE_ttm
2018-06,eyg,4.9918,,,2018-06-29,,100/PE_ttm - cn10y
2018-06,term_spread,0.2188,,,2018-06-29,,cn10y - cn2y
2018-06,pmi_gap,1.9000,,,2018-06-20,,gro.pmi - 50
2018-06,m1_m2_gap,-2.3000,,,2018-06-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-05)
2018-07,ey,8.3822,,,2018-07-31,,100/PE_ttm
2018-07,eyg,4.9010,,,2018-07-31,,100/PE_ttm - cn10y
2018-07,term_spread,0.5569,,,2018-07-31,,cn10y - cn2y
2018-07,pmi_gap,1.5000,,,2018-07-20,,gro.pmi - 50
2018-07,m1_m2_gap,-1.4000,,,2018-07-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-06)
2018-08,ey,9.0171,,,2018-08-31,,100/PE_ttm
2018-08,eyg,5.4420,,,2018-08-31,,100/PE_ttm - cn10y
2018-08,term_spread,0.5033,,,2018-08-31,,cn10y - cn2y
2018-08,pmi_gap,1.2000,,,2018-08-20,,gro.pmi - 50
2018-08,m1_m2_gap,-3.4000,,,2018-08-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-07)
2018-09,ey,8.6356,,,2018-09-28,,100/PE_ttm
2018-09,eyg,5.0203,,,2018-09-28,,100/PE_ttm - cn10y
2018-09,term_spread,0.4256,,,2018-09-28,,cn10y - cn2y
2018-09,pmi_gap,1.3000,,,2018-09-20,,gro.pmi - 50
2018-09,m1_m2_gap,-4.3000,,,2018-09-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-08)
2018-10,ey,9.4340,,,2018-10-31,,100/PE_ttm
2018-10,eyg,5.9254,,,2018-10-31,,100/PE_ttm - cn10y
2018-10,term_spread,0.5671,,,2018-10-31,,cn10y - cn2y
2018-10,pmi_gap,0.8000,,,2018-10-20,,gro.pmi - 50
2018-10,m1_m2_gap,-4.3000,,,2018-10-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-09)
2018-11,ey,9.5785,,,2018-11-30,,100/PE_ttm
2018-11,eyg,6.2235,,,2018-11-30,,100/PE_ttm - cn10y
2018-11,term_spread,0.6585,,,2018-11-30,,cn10y - cn2y
2018-11,pmi_gap,0.2000,,,2018-11-20,,gro.pmi - 50
2018-11,m1_m2_gap,-5.3000,,,2018-11-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-10)
2018-12,ey,9.9108,,,2018-12-28,,100/PE_ttm
2018-12,eyg,6.6793,,,2018-12-28,,100/PE_ttm - cn10y
2018-12,term_spread,0.5091,,,2018-12-28,,cn10y - cn2y
2018-12,pmi_gap,0.0000,,,2018-12-20,,gro.pmi - 50
2018-12,m1_m2_gap,-6.5000,,,2018-12-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-11)
2019-01,ey,9.3110,,,2019-01-31,,100/PE_ttm
2019-01,eyg,6.2073,,,2019-01-31,,100/PE_ttm - cn10y
2019-01,term_spread,0.5075,,,2019-01-31,,cn10y - cn2y
2019-01,pmi_gap,-0.6000,,,2019-01-20,,gro.pmi - 50
2019-01,m1_m2_gap,-6.6000,,,2019-01-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2018-12)
2019-02,ey,8.2919,,,2019-02-28,,100/PE_ttm
2019-02,eyg,5.1188,,,2019-02-28,,100/PE_ttm - cn10y
2019-02,term_spread,0.5696,,,2019-02-28,,cn10y - cn2y
2019-02,pmi_gap,-0.5000,,,2019-02-20,,gro.pmi - 50
2019-02,m1_m2_gap,-8.0000,,,2019-02-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-01)
2019-03,ey,8.0000,,,2019-03-29,,100/PE_ttm
2019-03,eyg,4.9317,,,2019-03-29,,100/PE_ttm - cn10y
2019-03,term_spread,0.4831,,,2019-03-29,,cn10y - cn2y
2019-03,pmi_gap,-0.8000,,,2019-03-20,,gro.pmi - 50
2019-03,m1_m2_gap,-6.4000,,,2019-03-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-02)
2019-04,ey,8.1500,,,2019-04-30,,100/PE_ttm
2019-04,eyg,4.7631,,,2019-04-30,,100/PE_ttm - cn10y
2019-04,term_spread,0.4951,,,2019-04-30,,cn10y - cn2y
2019-04,pmi_gap,0.5000,,,2019-04-20,,gro.pmi - 50
2019-04,m1_m2_gap,-4.0000,,,2019-04-20,M1_PRE_2025,m1_yoy - m2_yoy (ref=2019-03)
2019-05,ey,8.7108,,,2019-05-31,,100/PE_ttm
