year,value
2000,1.885611622146309
2001,-0.14740844396002012
2002,1.0648682805431948
2003,2.3561309978246263
2004,2.2366455931544875
2005,1.1792598407328594
2006,1.234267712164255
2007,1.2198807078186995
2008,0.7237413929846866
2009,-1.9498767982663996
2010,2.1562609418967646
2011,1.12008331515917
2012,-0.25472000029072145
2013,-0.1098394815890614
2014,-0.3633152083330495
2015,-0.6252401259685039
2016,-0.6167909350770375
2017,0.13518705426346042
2018,-0.17743300872079162
2019,-0.35486601744158325
2020,-0.43935792635624593
2021,1.0139029069759522
2022,0.10983948158906155
2023,-0.7266304166660991
2024,-0.17743300872079162
2025,-0.2619249176354543
