year,value
2000,0.323365425288557
2001,-0.0007502678080943766
2002,0.542443625252034
2003,1.2566985785576166
2004,1.1801712621320184
2005,1.1171487662521136
2006,1.2775696648555066
2007,1.398703812780518
2008,0.5311214019662507
2009,0.47491952252356506
2010,0.838049141641109
2011,0.7465164690536293
2012,0.06077169245562179
2013,0.0007502678080940567
2014,-0.2513397157115231
2015,-0.6474811183852077
2016,-0.665487545779466
2017,-0.5574489814139159
2018,-0.6294746909909492
2019,-0.7195068279622412
2020,-1.2416932223957344
2021,-0.017256159586164263
2022,-1.0976418032416673
2023,-0.9175775292990835
2024,-0.7015004005679829
2025,-0.6834939731737244
