year,value
2000,-0.2322105039511372
2001,0.19102366034811616
2002,0.6557822566589966
2003,1.206282277514054
2004,0.24025656249969243
2005,0.8115209841200258
2006,0.6892606301220682
2007,0.647026275852148
2008,0.8605911296095539
2009,2.8023367904677228
2010,1.2373409900342762
2011,0.031509057377008855
2012,0.07680332735645913
2013,0.02953974129094585
2014,-0.24616451075788148
2015,-0.029539741290945498
2016,-0.42340295850355586
2017,-1.0338909451831022
2018,-1.0535841060437325
2019,-0.9354251408799497
2020,-0.6597208888311222
2021,-0.8763456582980579
2022,-0.32493715420040326
2023,-0.7384935322736444
2024,-1.2111293929287767
2025,-0.9748114626012105
