year,value
2000,3.916073215468598
2001,2.6073598015587858
2002,1.5603890704309307
2003,0.6543567069549062
2004,0.4127480766946306
2005,0.6342226544332171
2006,0.010067026260842729
2007,0.030201078782531764
2008,0.11073728886929149
2009,-0.27180970904281093
2010,-0.3724799716512561
2011,-0.312077814086189
2012,0.030201078782531764
2013,-0.010067026260846306
2014,0.5738204968681465
2015,-0.03020107878253534
2016,1.7415955431261356
2017,0.6946248119982843
2018,-2.3053490137334465
2019,-3.23151542973116
2020,-7.177789723982297
2021,-9.191194976151243
2022,-10.701248915277953
2023,-11.466342911102153
2024,-10.701248915277953
2025,-12.996530902750552
